iter	MultiClass
408	0.821997902
409	0.8210958936
410	0.8206609527
411	0.8201469254
412	0.8196855323
413	0.8187218001
414	0.818129914
415	0.8176255851
416	0.8169544603
417	0.8162664493
418	0.8160113156
419	0.8154701402
420	0.8149892932
421	0.8142937904
422	0.813946267
423	0.8132554652
424	0.8129166744
425	0.8124931553
426	0.8120689626
427	0.8114660864
428	0.8107959554
429	0.8100924804
430	0.8093594491
431	0.8087674251
432	0.8082703129
433	0.807474023
434	0.8067251158
435	0.8062983625
436	0.8055963097
437	0.8052761246
438	0.8049364112
439	0.8043497599
440	0.8038541359
441	0.803628749
442	0.8032209939
443	0.8025847317
444	0.8021895256
445	0.8014469113
446	0.8010806584
447	0.8006056295
448	0.800330982
449	0.7997810667
450	0.7991831859
451	0.7984669223
452	0.7980124293
453	0.7974791098
454	0.7966431527
455	0.7961630854
456	0.7958495832
457	0.7954697541
458	0.7950004827
459	0.7945356142
460	0.7938347086
461	0.7932023614
462	0.7925480908
463	0.7917309397
464	0.7912747235
465	0.7909153693
466	0.7901242624
467	0.789798629
468	0.7892857347
469	0.7887488203
470	0.7881755699
471	0.7875830027
472	0.787016583
473	0.7864168894
474	0.7859801396
475	0.7851588867
476	0.7847757198
477	0.7841954409
478	0.7833512764
479	0.7827929191
480	0.7822706526
481	0.7816864997
482	0.7810871743
483	0.7803666349
484	0.7796110306
485	0.7792210452
486	0.7787472731
487	0.7781685013
488	0.7776139671
489	0.7769614986
490	0.7759881997
491	0.775065236
492	0.7745122723
493	0.774124729
494	0.7734698221
495	0.7729756224
496	0.7722325499
497	0.7716925649
498	0.771280093
499	0.7707375449
500	0.7699827567
501	0.7693909582
502	0.7689401166
503	0.7687105084
504	0.7679988673
505	0.7676648467
506	0.7672093044
507	0.7667089982
508	0.766261625
509	0.7658854629
510	0.7653247073
511	0.764858898
512	0.7641940672
513	0.7638281911
514	0.7634024459
515	0.7632180098
516	0.7625890456
517	0.762209994
518	0.7615906416
519	0.7609203135
520	0.7603915226
521	0.7599126831
522	0.75916276
523	0.7586065173
524	0.7580688874
525	0.7576765289
526	0.7570473511
527	0.7564768887
528	0.7557969031
529	0.7552971317
530	0.7546302077
531	0.7541608134
532	0.7535114963
533	0.7530959609
534	0.7526479747
535	0.7520575085
536	0.751618159
537	0.7514365522
538	0.7509562427
539	0.7503780106
540	0.7500184105
541	0.7493478543
542	0.748896129
543	0.7485701943
544	0.7478214835
545	0.7470410381
546	0.7464454953
547	0.7460075823
548	0.7452635521
549	0.7448548577
550	0.7441871466
551	0.743593456
552	0.742909841
553	0.7422775711
554	0.7418697383
555	0.7414749555
556	0.7410876722
557	0.7405014214
558	0.7400727268
559	0.7394024332
560	0.7389028888
561	0.7380493146
562	0.7376856839
563	0.7372346182
564	0.7367197455
565	0.7361518365
566	0.735357749
567	0.7349016593
568	0.7341950103
569	0.7335463317
570	0.7330971406
571	0.7322640054
572	0.7317809078
573	0.7312136213
574	0.7308928066
575	0.7303248216
576	0.7302015681
577	0.7294533748
578	0.7287420886
579	0.7280714911
580	0.7275534536
581	0.7268923094
582	0.7264846817
583	0.7259438949
584	0.7256168317
585	0.7251419887
586	0.7247608629
587	0.7241026854
588	0.7237330584
589	0.7230054313
590	0.7221932054
591	0.7215920223
592	0.7210486377
593	0.7206832093
594	0.7204455526
595	0.7200902666
596	0.7195616057
597	0.7191155128
598	0.7186710718
599	0.7181810123
600	0.7177116034
601	0.7172395858
602	0.716650152
603	0.7163683668
604	0.7159138798
605	0.7152542902
606	0.7150521651
607	0.7144674473
608	0.7143529067
609	0.7137713877
610	0.7132316457
611	0.7126990301
612	0.7124453364
613	0.7120084937
614	0.7111621924
615	0.7105118143
616	0.710020684
617	0.7093977113
618	0.7090817172
619	0.7085361418
620	0.7078264969
621	0.7073304967
622	0.7069558537
623	0.7065317509
624	0.7058297543
625	0.7051802173
626	0.704279004
627	0.7037290497
628	0.7029990696
629	0.7021680342
630	0.7017062492
631	0.7008485389
632	0.7006929325
633	0.7001015696
634	0.6996325989
635	0.6992165486
636	0.6986946662
637	0.6983471706
638	0.6979297599
639	0.6974922662
640	0.6969883568
641	0.6964546022
642	0.6960957393
643	0.6957086253
644	0.6949936965
645	0.6946895101
646	0.6944236398
647	0.694154244
648	0.6937469349
649	0.6933499203
650	0.6928763815
651	0.6925770918
652	0.692068791
653	0.6914383993
654	0.6910404984
655	0.6903747892
656	0.6900098587
657	0.6896288804
658	0.6891995953
659	0.6886711827
660	0.687988253
661	0.6874895648
662	0.6871974978
663	0.6868151094
664	0.6862823101
665	0.6856181576
666	0.6850954908
667	0.6844165383
668	0.6837230427
669	0.6832563421
670	0.6828922409
671	0.682251087
672	0.6816697918
673	0.6813513641
674	0.6805788123
675	0.6803105982
676	0.6800323027
677	0.6796199747
678	0.679145456
679	0.6786370044
680	0.6781344595
681	0.6775560584
682	0.6771543975
683	0.6767216169
684	0.6765891791
685	0.6760554879
686	0.6757290618
687	0.6753956001
688	0.675045914
689	0.6744965358
690	0.6740357784
691	0.673665601
692	0.6732843999
693	0.6730169607
694	0.6726075953
695	0.6722326896
696	0.671868998
697	0.6714378341
698	0.6712299775
699	0.6706153338
700	0.6700397826
701	0.6695659398
702	0.6690850458
703	0.6684436569
704	0.667895298
705	0.6676867075
706	0.6675011991
707	0.6669184266
708	0.6666299944
709	0.6660388556
710	0.6656071818
711	0.6651012899
712	0.6646755319
713	0.6641542327
714	0.6635457959
715	0.6632346792
716	0.6627420522
717	0.6621589574
718	0.6618526882
719	0.661548471
720	0.6609393726
721	0.6605188976
722	0.6601013531
723	0.6596291941
724	0.6592577634
725	0.6585336154
726	0.6581127266
727	0.6576530412
728	0.6572743529
729	0.6567771234
730	0.6562204012
731	0.6555864793
732	0.6552104486
733	0.6548523209
734	0.6545707957
735	0.6540497107
736	0.6534638086
737	0.6530569526
738	0.6528464458
739	0.6525379785
740	0.6520589425
741	0.6514713318
742	0.6511064044
743	0.6505628795
744	0.6501164958
745	0.649558937
746	0.6491939275
747	0.6486099435
748	0.6483762569
749	0.6480039064
750	0.6475900433
751	0.6470496985
752	0.6467338834
753	0.6460133674
754	0.6456227174
755	0.6452670987
756	0.6448371498
757	0.6443879634
758	0.6440962058
759	0.6436768417
760	0.6431527361
761	0.6428136977
762	0.6425365924
763	0.6421498769
764	0.641876369
765	0.6414131584
766	0.6409688313
767	0.6405846429
768	0.6403323371
769	0.6401235606
770	0.6395322343
771	0.6391186642
772	0.6386909768
773	0.6382967035
774	0.6379019819
775	0.6376231409
776	0.6371336171
777	0.6367419953
778	0.6362841511
779	0.6358801089
780	0.6357249355
781	0.6352461362
782	0.6348389701
783	0.6343103694
784	0.6340035278
785	0.6336537097
786	0.63313807
787	0.6327139245
788	0.6320617177
789	0.631659942
790	0.6313321531
791	0.6307686601
792	0.6302932599
793	0.6299531598
794	0.6294380649
795	0.6288755687
796	0.6284974578
797	0.6280820833
798	0.6277549659
799	0.6273692224
800	0.6269927565
801	0.6263799103
802	0.6257835003
803	0.6253358962
804	0.6249981405
805	0.6247819476
806	0.6245124106
807	0.6241936609
808	0.6235931163
809	0.6230483237
810	0.6226107289
811	0.6220660502
812	0.6214045909
813	0.6209309142
814	0.6204664277
815	0.6200703307
816	0.6197277257
817	0.6190786617
818	0.6187309118
819	0.618374915
820	0.6179752518
821	0.6175583795
822	0.6172473127
823	0.6170632153
824	0.6163686382
825	0.6158554401
826	0.6154154124
827	0.6150768588
828	0.6147775517
829	0.6143227329
830	0.6139220163
831	0.6135250951
832	0.6130388688
833	0.6128092204
834	0.6124199943
835	0.6120547709
836	0.6115219257
837	0.6112462119
838	0.6108754814
839	0.6105254081
840	0.6099439203
841	0.6096378095
842	0.6091612227
843	0.6089089056
844	0.6085722243
845	0.6082612581
846	0.607866464
847	0.6073176865
848	0.6069763476
849	0.6064567076
850	0.6059720897
851	0.6055187639
852	0.6051246259
853	0.6047183168
854	0.6043349681
855	0.6040664523
856	0.6034058031
857	0.6030858053
858	0.6024936977
859	0.6019875551
860	0.601550087
861	0.6009844134
862	0.6004912645
863	0.6001315334
864	0.5995821957
865	0.5991234649
866	0.5990126478
867	0.5985635244
868	0.598242275
869	0.5981937581
870	0.5978815179
871	0.5973234181
872	0.5969319991
873	0.5967281877
874	0.5962579589
875	0.5959260482
876	0.5956068996
877	0.5952395859
878	0.5948769036
879	0.5946348759
880	0.5942570926
881	0.5936996081
882	0.5932170774
883	0.5927636538
884	0.5921699614
885	0.5918405317
886	0.5915814281
887	0.5912963768
888	0.5907721222
889	0.5903563171
890	0.5898175612
891	0.5895428687
892	0.5890327827
893	0.5886952836
894	0.5882507197
895	0.5877374398
896	0.5874719053
897	0.5871108339
898	0.5867398678
899	0.5863565998
900	0.5858732553
901	0.5855120943
902	0.5852152247
903	0.5850544104
904	0.5847700669
905	0.58430793
906	0.5839031334
907	0.5836113417
908	0.5830494174
909	0.5826697811
910	0.5823045082
911	0.5817891591
912	0.5813663952
913	0.5810673507
914	0.5806995917
915	0.5802299043
916	0.5798494934
917	0.579403515
918	0.5790972942
919	0.5787373997
920	0.578324082
921	0.5780148413
922	0.5776753125
923	0.5772568623
924	0.577003121
925	0.5768081573
926	0.57644388
927	0.5760101961
928	0.5756833271
929	0.575386284
930	0.5751640825
931	0.5749511101
932	0.574586061
933	0.5744149956
934	0.5741067835
935	0.57351818
936	0.5730409309
937	0.5728170244
938	0.5725077952
939	0.5722162933
940	0.5717166083
941	0.5712497686
942	0.5709974695
943	0.5704985656
944	0.5701225091
945	0.5696576962
946	0.5692348054
947	0.5688384912
948	0.5684055146
949	0.5679782737
950	0.5677195482
951	0.5673559411
952	0.5671472803
953	0.5669071586
954	0.5664648132
955	0.5660025415
956	0.5657049074
957	0.5650916639
958	0.5645989286
959	0.5643505353
960	0.5638992144
961	0.5633821616
962	0.5630810298
963	0.56273459
964	0.5623918922
965	0.562264652
966	0.5619533521
967	0.5615302328
968	0.5610714112
969	0.5606051114
970	0.5601378522
971	0.5597804888
972	0.5596156888
973	0.5592604647
974	0.5589777028
975	0.5586336737
976	0.5582266176
977	0.5578510406
978	0.5574938921
979	0.5573156095
980	0.557063873
981	0.5566545176
982	0.5565127493
983	0.5561854656
984	0.5559937593
985	0.5557677423
986	0.5554921347
987	0.5551371995
988	0.5548326176
989	0.5545036271
990	0.5541658184
991	0.5539167718
992	0.5535519872
993	0.5531982174
994	0.5528924226
995	0.5524589488
996	0.5522446452
997	0.551622788
998	0.5513947119
999	0.5510316383
